school,city,stateProvince,country,schoolcitystate,lon,lat
Susan Moore Sch,Blountsville,AL,USA,"Susan Moore Sch, Blountsville, AL",-86.4305252,34.0834987
Sweet Water Sch,Sweet Water,AL,USA,"Sweet Water Sch, Sweet Water, AL",-87.8659383,32.0969669
Sylacauga Sch,Sylacauga,AL,USA,"Sylacauga Sch, Sylacauga, AL",-86.2514644,33.1766925
Talladega Sch,Talladega,AL,USA,"Talladega Sch, Talladega, AL",-86.1025491,33.4324178
Tallassee,Tallassee,AL,USA,"Tallassee, Tallassee, AL",-85.8932923,32.5359683
Tanner Sch,Tanner,AL,USA,"Tanner Sch, Tanner, AL",-86.9741875,34.7324279
Tarrant,Birmingham,AL,USA,"Tarrant, Birmingham, AL",-86.7718017,33.586822
The Donoho School,Anniston,AL,USA,"The Donoho School, Anniston, AL",-85.7907693,33.6537162
The Montgomery Academy,Montgomery,AL,USA,"The Montgomery Academy, Montgomery, AL",-86.259948,32.350958
The Peddie School,Alabaster,AL,USA,"The Peddie School, Alabaster, AL",-74.5242289,40.2668445
Theodore,Theodore,AL,USA,"Theodore, Theodore, AL",-88.1752796,30.5476941
Thomasville,Thomasville,AL,USA,"Thomasville, Thomasville, AL",-87.7358366,31.9134859
Thompson,Alabaster,AL,USA,"Thompson, Alabaster, AL",-86.8387757,33.2162484
Tr Miller Sch,Brewton,AL,USA,"Tr Miller Sch, Brewton, AL",-87.0698308,31.1381152
Trinity Presbyterian School,Montgomery,AL,USA,"Trinity Presbyterian School, Montgomery, AL",-86.233714,32.353775
Tuscaloosa Academy,Tuscaloosa,AL,USA,"Tuscaloosa Academy, Tuscaloosa, AL",-87.5401015,33.2452281
Tuscaloosa County,Northport,AL,USA,"Tuscaloosa County, Northport, AL",-87.5772293,33.229007
UMS-Wright Preparatory School,Mobile,AL,USA,"UMS-Wright Preparatory School, Mobile, AL",-88.1070681,30.6925593
Unknown,Birmingham,AL,USA,"Unknown, Birmingham, AL",-86.8103567,33.5185892
Valley HS,Valley,AL,USA,"Valley HS, Valley, AL",-85.1815645,32.801895
Vestavia Hills,Birmingham,AL,USA,"Vestavia Hills, Birmingham, AL",-86.7877668,33.4487183
Vigor,Mobile,AL,USA,"Vigor, Mobile, AL",-88.0803667,30.7431734
Virgil Grissom Sch,Huntsville,AL,USA,"Virgil Grissom Sch, Huntsville, AL",-86.576543,34.6426691
W S Neal Sch,Brewton,AL,USA,"W S Neal Sch, Brewton, AL",-87.0545557,31.0901095
Wadley,Wadley,AL,USA,"Wadley, Wadley, AL",-85.5697369,33.12275
Walker,Jasper,AL,USA,"Walker, Jasper, AL",-87.2775053,33.8312185
Wellborn Sch,Anniston,AL,USA,"Wellborn Sch, Anniston, AL",-85.8796246,33.6513489
Wenonah Sch,Birmingham,AL,USA,"Wenonah Sch, Birmingham, AL",-86.8851437,33.4546439
West End Sch,Birmingham,AL,USA,"West End Sch, Birmingham, AL",-86.8676099,33.484049
West Limestone Sch,Lester,AL,USA,"West Limestone Sch, Lester, AL",-87.1237585,34.9390927
West Morgan Sch,Trinity,AL,USA,"West Morgan Sch, Trinity, AL",-87.078035,34.5851201
Westminster Christian Academy,Huntsville,AL,USA,"Westminster Christian Academy, Huntsville, AL",-86.676056,34.760354
Westminster School At Oak Mountain,Birmingham,AL,USA,"Westminster School At Oak Mountain, Birmingham, AL",-86.7064479,33.3754977
Wetumpka,Wetumpka,AL,USA,"Wetumpka, Wetumpka, AL",-86.2119127,32.5437448
Wilcox Central Sch,Camden,AL,USA,"Wilcox Central Sch, Camden, AL",-87.3222351,32.0070419
Williamson,Mobile,AL,USA,"Williamson, Mobile, AL",-88.0741738,30.669743
Winterboro,Alpine,AL,USA,"Winterboro, Alpine, AL",-86.1969178,33.3215007
Woodlawn,Birmingham,AL,USA,"Woodlawn, Birmingham, AL",-86.7516558,33.54066
WP Davidson,Mobile,AL,USA,"WP Davidson, Mobile, AL",-88.1464483,30.6623935
Academics Plus,Maumelle,AR,USA,"Academics Plus, Maumelle, AR",-92.4043809,34.8646379
Alma,Alma,AR,USA,"Alma, Alma, AR",-94.2218752,35.4778653
Arkadelphia,Arkadelphia,AR,USA,"Arkadelphia, Arkadelphia, AR",-93.0537839,34.1209292
Arkansas,Texarkana,AR,USA,"Arkansas, Texarkana, AR",-94.0376881,33.4417915
Arkansas Baptist School System,Little Rock,AR,USA,"Arkansas Baptist School System, Little Rock, AR",-92.401332,34.779384
Ashdown,Ashdown,AR,USA,"Ashdown, Ashdown, AR",-94.1313054,33.6742867
Barton,Aubrey,AR,USA,"Barton, Aubrey, AR",NA,NA
Batesville,Batesville,AR,USA,"Batesville, Batesville, AR",-91.6409721,35.769799
Bearden,Bearden,AR,USA,"Bearden, Bearden, AR",-92.6157139,33.7245526
Benton,Benton,AR,USA,"Benton, Benton, AR",-92.586828,34.5645371
Bentonville,Bentonville,AR,USA,"Bentonville, Bentonville, AR",-94.2088172,36.3728538
Bentonville West,Centerton,AR,USA,"Bentonville West, Centerton, AR",-94.2963597,36.3775561
Blytheville,Blytheville,AR,USA,"Blytheville, Blytheville, AR",-89.9189753,35.9272953
Bryant,Bryant,AR,USA,"Bryant, Bryant, AR",-92.4890469,34.5959265
Cabot,Cabot,AR,USA,"Cabot, Cabot, AR",-92.0165336,34.974532
Camden Fairview,Camden,AR,USA,"Camden Fairview, Camden, AR",-92.8530052,33.5513511
Catholic For Boys,Little Rock,AR,USA,"Catholic For Boys, Little Rock, AR",-92.3443285,34.7568934
Cave City,Cave City,AR,USA,"Cave City, Cave City, AR",-91.5484709,35.9417397
Central Arkansas Christian,Maumelle,AR,USA,"Central Arkansas Christian, Maumelle, AR",-92.3542964,34.8151577
Charleston,Charleston,AR,USA,"Charleston, Charleston, AR",-94.0272778,35.2975966
Conway,Conway,AR,USA,"Conway, Conway, AR",-92.4421011,35.0886963
Corning,Corning,AR,USA,"Corning, Corning, AR",-90.5798336,36.4078388
Crossett,Crossett,AR,USA,"Crossett, Crossett, AR",-91.9612427,33.1281779
Cutter-morning Star Sch.,Hot Springs National Park,AR,USA,"Cutter-morning Star Sch., Hot Springs National Park, AR",-92.9895781,34.5035993
Dardanelle,Dardanelle,AR,USA,"Dardanelle, Dardanelle, AR",-93.1579532,35.2231408
Dequeen,De Queen,AR,USA,"Dequeen, De Queen, AR",-94.3413168,34.0378916
Des Arc,Des Arc,AR,USA,"Des Arc, Des Arc, AR",-91.4951307,34.9770353
Dewitt,De Witt,AR,USA,"Dewitt, De Witt, AR",-91.3378987,34.2928774
Dollarway,White Hall,AR,USA,"Dollarway, White Hall, AR",-92.08966,34.271969
Dumas,Dumas,AR,USA,"Dumas, Dumas, AR",-91.4917899,33.8870476
Earle,Earle,AR,USA,"Earle, Earle, AR",-90.4667694,35.2750871
East Poinsett Co.,Lepanto,AR,USA,"East Poinsett Co., Lepanto, AR",-90.3298218,35.6111908
El Dorado,El Dorado,AR,USA,"El Dorado, El Dorado, AR",-92.6662674,33.20763
England,England,AR,USA,"England, England, AR",-91.9690284,34.5442609
Fayetteville,Fayetteville,AR,USA,"Fayetteville, Fayetteville, AR",-94.1718542,36.082156
Fayettville Christian School,Fayetteville,AR,USA,"Fayettville Christian School, Fayetteville, AR",-94.1306662,36.0887467
Fordyce,Fordyce,AR,USA,"Fordyce, Fordyce, AR",-92.4129303,33.8137161
Forrest City,Forrest City,AR,USA,"Forrest City, Forrest City, AR",-90.7898342,35.0081474
Fountain Lake,Hot Springs National Park,AR,USA,"Fountain Lake, Hot Springs National Park, AR",-93.000534,34.5603713
Greenbrier,Greenbrier,AR,USA,"Greenbrier, Greenbrier, AR",-92.387655,35.2339712
Greenwood,Greenwood,AR,USA,"Greenwood, Greenwood, AR",-94.2557663,35.2156489
Hamburg,Hamburg,AR,USA,"Hamburg, Hamburg, AR",-91.7976285,33.2281757
Har-Ber,Springdale,AR,USA,"Har-Ber, Springdale, AR",-94.2130412,36.1842731
Harmony Grove,Camden,AR,USA,"Harmony Grove, Camden, AR",-92.7809952,33.6520556
Harrisburg,Harrisburg,AR,USA,"Harrisburg, Harrisburg, AR",-90.7167786,35.5642471
Harrison,Harrison,AR,USA,"Harrison, Harrison, AR",-93.1076765,36.2297936
Hazen,Hazen,AR,USA,"Hazen, Hazen, AR",-91.5809651,34.7809263
Heber Springs,Heber Springs,AR,USA,"Heber Springs, Heber Springs, AR",-92.03126,35.4914677
Helena-West Helena Central,West Helena,AR,USA,"Helena-West Helena Central, West Helena, AR",-90.6413226,34.550177
Hermitage,Hermitage,AR,USA,"Hermitage, Hermitage, AR",-92.1740294,33.4465028
Highland,Hardy,AR,USA,"Highland, Hardy, AR",-91.5240287,36.2759002
Hope,Hope,AR,USA,"Hope, Hope, AR",-93.5915665,33.6670615
Hot Springs,Hot Springs National Park,AR,USA,"Hot Springs, Hot Springs National Park, AR",-93.0534596,34.513717
Hoxie,Hoxie,AR,USA,"Hoxie, Hoxie, AR",-90.9751205,36.0503484
Jacksonville,Jacksonville,AR,USA,"Jacksonville, Jacksonville, AR",-92.1101458,34.8662005
Jessieville,Springdale,AR,USA,"Jessieville, Springdale, AR",-93.0626303,34.7005516
Joe T. Robinson,Little Rock,AR,USA,"Joe T. Robinson, Little Rock, AR",-92.5058798,34.8137791
Jonesboro,Jonesboro,AR,USA,"Jonesboro, Jonesboro, AR",-90.704279,35.8422967
Junction City,Junction City,AR,USA,"Junction City, Junction City, AR",-92.7251576,33.0137501
Lafayette County,Lewisville,AR,USA,"Lafayette County, Lewisville, AR",-93.5776771,33.3584583
Lake Hamilton,Pearcy,AR,USA,"Lake Hamilton, Pearcy, AR",-93.2123587,34.4409766
Lakeside,Hot Springs National Park,AR,USA,"Lakeside, Hot Springs National Park, AR",-93.0605859,34.5384347
Lakeside,Lake Village,AR,USA,"Lakeside, Lake Village, AR",-91.3105514,33.3251612
Lee Academy Inc,Marianna,AR,USA,"Lee Academy Inc, Marianna, AR",-90.7938571,34.7889501
Little Rock Central,Little Rock,AR,USA,"Little Rock Central, Little Rock, AR",-92.2986873,34.7367998
Little Rock Christian Academy,Little Rock,AR,USA,"Little Rock Christian Academy, Little Rock, AR",-92.481855,34.812143
Lonoke,Lonoke,AR,USA,"Lonoke, Lonoke, AR",-91.8998611,34.7839795
Magnolia,Magnolia,AR,USA,"Magnolia, Magnolia, AR",-93.239334,33.2670725
Malvern,Malvern,AR,USA,"Malvern, Malvern, AR",-92.8129462,34.3623149
Marion,Marion,AR,USA,"Marion, Marion, AR",-90.1964835,35.2145336
Mayflower,Mayflower,AR,USA,"Mayflower, Mayflower, AR",-92.4273785,34.9570324
Mcclellan Magnet,Little Rock,AR,USA,"Mcclellan Magnet, Little Rock, AR",-92.3432742,34.6647802
Mccrory,Mccrory,AR,USA,"Mccrory, Mccrory, AR",-91.2001246,35.2561978
Mcgehee,Mcgehee,AR,USA,"Mcgehee, Mcgehee, AR",-91.3945566,33.6255234
Monticello,Monticello,AR,USA,"Monticello, Monticello, AR",-91.7909639,33.6289974
Morrilton Sr.,Morrilton,AR,USA,"Morrilton Sr., Morrilton, AR",-92.7340961,35.1640454
Mtn Home Career Academics,Mountain Home,AR,USA,"Mtn Home Career Academics, Mountain Home, AR",-92.3969759,36.3315465
NA,Monticello,AR,USA,"NA, Monticello, AR",-91.7909639,33.6289974
NA,Morrilton,AR,USA,"NA, Morrilton, AR",-92.7440538,35.1509173
Nashville,Nashville,AR,USA,"Nashville, Nashville, AR",-93.847129,33.9456692
Nettleton,Jonesboro,AR,USA,"Nettleton, Jonesboro, AR",-90.6501325,35.8190881
Newport,Newport,AR,USA,"Newport, Newport, AR",-91.2817951,35.6048018
North Little Rock,Little Rock,AR,USA,"North Little Rock, Little Rock, AR",-92.2433487,34.6429822
North Little Rock,North Little Rock,AR,USA,"North Little Rock, North Little Rock, AR",-92.2670941,34.769536
Northside,Fort Smith,AR,USA,"Northside, Fort Smith, AR",-94.4069569,35.3792359
Oak Grove,North Little Rock,AR,USA,"Oak Grove, North Little Rock, AR",-92.3326179,34.8411977
Osceola,Osceola,AR,USA,"Osceola, Osceola, AR",-89.969532,35.7050778
Ozark,Ozark,AR,USA,"Ozark, Ozark, AR",-93.8276965,35.4870295
Paragould,Paragould,AR,USA,"Paragould, Paragould, AR",-90.4973286,36.0584021
Paris,Paris,AR,USA,"Paris, Paris, AR",-93.7299173,35.2920325
Parkers Chapel,El Dorado,AR,USA,"Parkers Chapel, El Dorado, AR",-92.7218254,33.171521
Parkview Magnet,Little Rock,AR,USA,"Parkview Magnet, Little Rock, AR",-92.3702359,34.7314138
Pine Bluff,Pine Bluff,AR,USA,"Pine Bluff, Pine Bluff, AR",-92.0031955,34.2284312
Pocahontas,Pocahontas,AR,USA,"Pocahontas, Pocahontas, AR",-90.971233,36.2614554
Pottsville,Pottsville,AR,USA,"Pottsville, Pottsville, AR",-93.049061,35.2481394
Prairie Grove,Prairie Grove,AR,USA,"Prairie Grove, Prairie Grove, AR",-94.3177103,35.9759145
Prescott,Prescott,AR,USA,"Prescott, Prescott, AR",-93.3810057,33.8026107
Pulaski Academy,Little Rock,AR,USA,"Pulaski Academy, Little Rock, AR",-92.4122376,34.7718897
Quitman,Quitman,AR,USA,"Quitman, Quitman, AR",-92.2157074,35.3842471
Rison,Rison,AR,USA,"Rison, Rison, AR",-92.1901454,33.9584347
Rivercrest,Wilson,AR,USA,"Rivercrest, Wilson, AR",-90.0771032,35.5959177
Rogers,Rogers,AR,USA,"Rogers, Rogers, AR",-94.1185366,36.3320196
Russellville,Russellville,AR,USA,"Russellville, Russellville, AR",-93.1337856,35.2784173
Searcy,Searcy,AR,USA,"Searcy, Searcy, AR",-91.7336846,35.2468204
Sheridan,Sheridan,AR,USA,"Sheridan, Sheridan, AR",-92.4012654,34.3070406
Shiloh Christian,Springdale,AR,USA,"Shiloh Christian, Springdale, AR",-94.1563176,36.1694942
Siloam Springs,Siloam Springs,AR,USA,"Siloam Springs, Siloam Springs, AR",-94.5404962,36.1881365
Smackover,Smackover,AR,USA,"Smackover, Smackover, AR",-92.7248822,33.3648455
Southside,Fort Smith,AR,USA,"Southside, Fort Smith, AR",-94.3883332,35.3479762
Springdale,Springdale,AR,USA,"Springdale, Springdale, AR",-94.1288141,36.1867442
St. Benedict at Auburndale,Heber Springs,AR,USA,"St. Benedict at Auburndale, Heber Springs, AR",-89.7904765,35.1856693
St. Joe,Saint Joe,AR,USA,"St. Joe, Saint Joe, AR",-92.8046118,36.0300743
Star City,Star City,AR,USA,"Star City, Star City, AR",-91.8434668,33.9428794
Strong,Strong,AR,USA,"Strong, Strong, AR",-92.3566861,33.1073435
Stuttgart,Stuttgart,AR,USA,"Stuttgart, Stuttgart, AR",-91.5526281,34.5003748
Sylvan Hills,Sherwood,AR,USA,"Sylvan Hills, Sherwood, AR",-92.2355257,34.8487106
Trumann,Trumann,AR,USA,"Trumann, Trumann, AR",-90.5073285,35.6736895
Van Buren,Van Buren,AR,USA,"Van Buren, Van Buren, AR",-94.348268,35.436756
Warren,Warren,AR,USA,"Warren, Warren, AR",-92.064583,33.6126086
Watson Chapel,Pine Bluff,AR,USA,"Watson Chapel, Pine Bluff, AR",-92.0656975,34.1892649
West Memphis,West Memphis,AR,USA,"West Memphis, West Memphis, AR",-90.1845388,35.1464797
West Memphis Christian School,West Memphis,AR,USA,"West Memphis Christian School, West Memphis, AR",-90.1831388,35.1583701
White Hall,White Hall,AR,USA,"White Hall, White Hall, AR",-92.0947561,34.2712747
Wilbur D. Mills,Little Rock,AR,USA,"Wilbur D. Mills, Little Rock, AR",-92.3280244,34.744543
Wynne,Wynne,AR,USA,"Wynne, Wynne, AR",-90.7867798,35.224533
Yellville-Summit,Yellville,AR,USA,"Yellville-Summit, Yellville, AR",-92.6901668,36.2406348
Fa'asao Marist,Pago Pago,AS,NA,"Fa'asao Marist, Pago Pago, AS",-170.7730437,-14.3437736
Faga'itua,Pago Pago,AS,NA,"Faga'itua, Pago Pago, AS",-170.6153463,-14.2671898
Kanana Fou,Pago Pago,AS,NA,"Kanana Fou, Pago Pago, AS",-170.7282431,-14.3274686
Leone,Pago Pago,AS,NA,"Leone, Pago Pago, AS",-170.7020359,-14.2756319
Nu'uuli Voc-Tech,Pago Pago,AS,NA,"Nu'uuli Voc-Tech, Pago Pago, AS",-170.7148855,-14.322661
Samoana,Pago Pago,AS,NA,"Samoana, Pago Pago, AS",-170.7020359,-14.2756319
Tafuna,Pago Pago,AS,NA,"Tafuna, Pago Pago, AS",-170.7020359,-14.2756319
Aaec Paradise Valley,Phoenix,AZ,USA,"Aaec Paradise Valley, Phoenix, AZ",-112.0015209,33.6539418
Agua Fria,Avondale,AZ,USA,"Agua Fria, Avondale, AZ",-112.3431302,33.4400919
American Leadership Academy,Gilbert,AZ,USA,"American Leadership Academy, Gilbert, AZ",-111.7230171,33.3314649
Amphitheater,Tucson,AZ,USA,"Amphitheater, Tucson, AZ",-111.0842235,32.1297698
Apache Junction,Apache Junction,AZ,USA,"Apache Junction, Apache Junction, AZ",-111.5495777,33.4150485
Apollo,Glendale,AZ,USA,"Apollo, Glendale, AZ",-112.1586701,33.5551201
Arcadia,Phoenix,AZ,USA,"Arcadia, Phoenix, AZ",-111.9611919,33.494109
Basha,Chandler,AZ,USA,"Basha, Chandler, AZ",-111.7918039,33.2351665
Betty H. Fairfax,Laveen,AZ,USA,"Betty H. Fairfax, Laveen, AZ",-112.181396,33.370678
Blue Ridge,Lakeside,AZ,USA,"Blue Ridge, Lakeside, AZ",-109.9666195,34.1494471
Boulder Creek,Phoenix,AZ,USA,"Boulder Creek, Phoenix, AZ",-111.9690332,33.4578962
Bradshaw Mountain,Prescott Valley,AZ,USA,"Bradshaw Mountain, Prescott Valley, AZ",-112.3480269,34.6005194
Brophy College Preparatory,Phoenix,AZ,USA,"Brophy College Preparatory, Phoenix, AZ",-112.0719379,33.5049292
Buckeye Union,B M Goldwater A F Range,AZ,USA,"Buckeye Union, B M Goldwater A F Range, AZ",-112.5837766,33.3703197
Buena,Sierra Vista,AZ,USA,"Buena, Sierra Vista, AZ",-110.2806839,31.5570236
Cactus,Glendale,AZ,USA,"Cactus, Glendale, AZ",-112.2005153,33.6699777
Camelback,Phoenix,AZ,USA,"Camelback, Phoenix, AZ",-112.0191328,33.5094828
Canyon Del Oro,Tucson,AZ,USA,"Canyon Del Oro, Tucson, AZ",-110.9738019,32.3740761
Casa Grande Union,Casa Grande,AZ,USA,"Casa Grande Union, Casa Grande, AZ",-111.7373152,32.9356519
Casteel,QUEEN CREEK,AZ,USA,"Casteel, QUEEN CREEK, AZ",-111.6838037,33.2221805
Catalina Foothills,Tucson,AZ,USA,"Catalina Foothills, Tucson, AZ",-110.9187037,32.297853
Centennial,Peoria,AZ,USA,"Centennial, Peoria, AZ",-112.2322333,33.6170908
Central,Paradise Valley,AZ,USA,"Central, Paradise Valley, AZ",-111.9785093,33.6068249
Central,Phoenix,AZ,USA,"Central, Phoenix, AZ",-112.0595603,33.4358417
Cesar Chavez,Laveen,AZ,USA,"Cesar Chavez, Laveen, AZ",-112.1453273,33.3760045
Chandler,Chandler,AZ,USA,"Chandler, Chandler, AZ",-111.8412502,33.3061605
Chandler,Gilbert,AZ,USA,"Chandler, Gilbert, AZ",-111.789027,33.3528264
Chaparral,Paradise Valley,AZ,USA,"Chaparral, Paradise Valley, AZ",-111.8740367,33.509485
Chaparral,Scottsdale,AZ,USA,"Chaparral, Scottsdale, AZ",-111.932348,33.576638
Cibola,Yuma,AZ,USA,"Cibola, Yuma, AZ",-114.6687939,32.6918505
Cienega,Coronado Ntl Forest,AZ,USA,"Cienega, Coronado Ntl Forest, AZ",-110.402376,31.8630332
Cienega,Tucson,AZ,USA,"Cienega, Tucson, AZ",-110.7219516,32.0574081
Corona Del Sol,Tempe,AZ,USA,"Corona Del Sol, Tempe, AZ",-111.9172232,33.3308749
Deer Valley,Glendale,AZ,USA,"Deer Valley, Glendale, AZ",-112.1191757,33.6695691
Deer Valley,Phoenix,AZ,USA,"Deer Valley, Phoenix, AZ",-112.1191757,33.6695691
Desert Edge,Goodyear,AZ,USA,"Desert Edge, Goodyear, AZ",-112.3984972,33.4378175
Desert Mountain,Scottsdale,AZ,USA,"Desert Mountain, Scottsdale, AZ",-111.8628205,33.8608826
Desert Ridge,Mesa,AZ,USA,"Desert Ridge, Mesa, AZ",-111.6159831,33.3702157
Desert Vista,Phoenix,AZ,USA,"Desert Vista, Phoenix, AZ",-112.0319877,33.5854675
Dobson,Mesa,AZ,USA,"Dobson, Mesa, AZ",-111.8653666,33.3763236
Flagstaff,Flagstaff,AZ,USA,"Flagstaff, Flagstaff, AZ",-111.651302,35.1982836
Florence,Florence,AZ,USA,"Florence, Florence, AZ",-111.3873431,33.0314508
Gilbert,Gilbert,AZ,USA,"Gilbert, Gilbert, AZ",-111.789027,33.3528264
Glendale,Glendale,AZ,USA,"Glendale, Glendale, AZ",-112.1859866,33.5386523
Greenway,Phoenix,AZ,USA,"Greenway, Phoenix, AZ",-112.1091157,33.6206046
Hamilton,Chandler,AZ,USA,"Hamilton, Chandler, AZ",-111.8430871,33.2520276
Highland,Gilbert,AZ,USA,"Highland, Gilbert, AZ",-111.8101069,33.33164
Higley,Gilbert,AZ,USA,"Higley, Gilbert, AZ",-111.7211026,33.2960947
Horizon,Scottsdale,AZ,USA,"Horizon, Scottsdale, AZ",-111.8813974,33.6181035
Ironwood,Glendale,AZ,USA,"Ironwood, Glendale, AZ",-112.1553974,33.5180396
Ironwood Ridge,Tucson,AZ,USA,"Ironwood Ridge, Tucson, AZ",-111.0208406,32.408522
Lake Havasu,Lake Havasu City,AZ,USA,"Lake Havasu, Lake Havasu City, AZ",-114.3224548,34.483901
Liberty,Globe,AZ,USA,"Liberty, Globe, AZ",-110.7753944,33.4012045
Liberty,Peoria,AZ,USA,"Liberty, Peoria, AZ",-112.2662656,33.6859158
Marana,Marana,AZ,USA,"Marana, Marana, AZ",-111.2224422,32.436381
Marcos De Niza,Tempe,AZ,USA,"Marcos De Niza, Tempe, AZ",-111.9217227,33.3658429
Maricopa,Maricopa,AZ,USA,"Maricopa, Maricopa, AZ",-112.0476423,33.0581063
Maryvale,Phoenix,AZ,USA,"Maryvale, Phoenix, AZ",-112.1776524,33.5019864
Mcclintock,Tempe,AZ,USA,"Mcclintock, Tempe, AZ",-111.9060446,33.3963282
Mesa,Mesa,AZ,USA,"Mesa, Mesa, AZ",-111.8314724,33.4151843
Mesquite,Gilbert,AZ,USA,"Mesquite, Gilbert, AZ",-111.8195389,33.3415272
Millennium,Goodyear,AZ,USA,"Millennium, Goodyear, AZ",-112.3772714,33.4945373
Moon Valley,Phoenix,AZ,USA,"Moon Valley, Phoenix, AZ",-112.0722287,33.6191954
Mount Douglas,Benson,AZ,USA,"Mount Douglas, Benson, AZ",-109.5453447,31.3445471
Mountain Pointe,Phoenix,AZ,USA,"Mountain Pointe, Phoenix, AZ",-111.9906404,33.3259495
Mountain Ridge,Glendale,AZ,USA,"Mountain Ridge, Glendale, AZ",-112.2042181,33.6898728
Mountain View,Mesa,AZ,USA,"Mountain View, Mesa, AZ",-111.7721135,33.4387311
Mountain View,Tucson,AZ,USA,"Mountain View, Tucson, AZ",-110.6817486,32.0025816
NA,Gilbert,AZ,USA,"NA, Gilbert, AZ",-111.789027,33.3528264
NA,NA,AZ,USA,"NA, NA, AZ",-111.0937311,34.0489281
New Visions Academy - St. John's Campus,Saint Johns,AZ,USA,"New Visions Academy - St. John's Campus, Saint Johns, AZ",-109.3609327,34.5058698
North Canyon,Phoenix,AZ,USA,"North Canyon, Phoenix, AZ",-112.0433521,33.6566745
Notre Dame Preparatory,Scottsdale,AZ,USA,"Notre Dame Preparatory, Scottsdale, AZ",-111.8703104,33.6370049
Palo Verde Magnet School,Tucson,AZ,USA,"Palo Verde Magnet School, Tucson, AZ",-110.8443953,32.2051293
Paradise Valley,Phoenix,AZ,USA,"Paradise Valley, Phoenix, AZ",-111.9760964,33.6111814
Peoria,Peoria,AZ,USA,"Peoria, Peoria, AZ",-112.2373779,33.5805955
Perry,Gilbert,AZ,USA,"Perry, Gilbert, AZ",-111.7478395,33.2618766
Phoenix Christian Unified Schools,Phoenix,AZ,USA,"Phoenix Christian Unified Schools, Phoenix, AZ",-112.0971118,33.4946446
Pinnacle,Phoenix,AZ,USA,"Pinnacle, Phoenix, AZ",-112.0077805,33.6795278
Prescott,Prescott,AZ,USA,"Prescott, Prescott, AZ",-112.4685025,34.5400242
Queen Creek,Queen Creek,AZ,USA,"Queen Creek, Queen Creek, AZ",-111.6345554,33.2486083
Raymond S. Kellis,Glendale,AZ,USA,"Raymond S. Kellis, Glendale, AZ",-112.2527456,33.5462442
Red Mountain,Mesa,AZ,USA,"Red Mountain, Mesa, AZ",-111.677858,33.4748092
Rincon,Tucson,AZ,USA,"Rincon, Tucson, AZ",-110.9925549,32.1816079
Round Valley,Springerville,AZ,USA,"Round Valley, Springerville, AZ",-109.2895775,34.1257418
Sabino,Tucson,AZ,USA,"Sabino, Tucson, AZ",-110.8129656,32.3034935
Safford,Safford,AZ,USA,"Safford, Safford, AZ",-109.70758,32.8339546
Saguaro,Chandler,AZ,USA,"Saguaro, Chandler, AZ",-111.869939,33.3213026
Saguaro,Scottsdale,AZ,USA,"Saguaro, Scottsdale, AZ",-111.9227616,33.4941213
Saguaro,Tempe,AZ,USA,"Saguaro, Tempe, AZ",-111.9714218,33.3891021
Sahuaro,Tucson,AZ,USA,"Sahuaro, Tucson, AZ",-110.9684347,32.1738899
Salpointe Catholic,Tucson,AZ,USA,"Salpointe Catholic, Tucson, AZ",-110.9504775,32.2545514
Sandra Day O'connor,Glendale,AZ,USA,"Sandra Day O'connor, Glendale, AZ",-112.136518,33.717254
Santa Rita,Tucson,AZ,USA,"Santa Rita, Tucson, AZ",-110.8231232,32.1759326
Scottsdale Christian Academy,Phoenix,AZ,USA,"Scottsdale Christian Academy, Phoenix, AZ",-111.979048,33.617367
Shadow Mountain,Phoenix,AZ,USA,"Shadow Mountain, Phoenix, AZ",-112.0096313,33.6162472
